sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und sprechen viele verschiedene sprachen,-98.11643981933594,-96.3004150390625,-109.83472442626953,-111.54495239257812,-104.20648193359375,-100.71540069580078,-102.4528579711914,-99.53610229492188,-109.00260925292969,-116.57567596435547,-111.49176788330078,-99.70922088623047,-132.4469451904297,-122.95264434814453,-123.86585235595703,-94.97174835205078,-96.38666534423828,-94.83478546142578
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und spricht viele verschiedene sprachen,-101.19444274902344,-98.21141052246094,-112.99929809570312,-114.6052017211914,-112.64080810546875,-109.16358947753906,-101.18848419189453,-99.0079345703125,-112.6457290649414,-121.1977767944336,-121.55994415283203,-108.66327667236328,-138.36361694335938,-127.06476593017578,-126.93395233154297,-101.9240493774414,-106.24372863769531,-112.05721282958984
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und sehen gern fernsehprogramme,-95.64152526855469,-90.9754409790039,-97.04425811767578,-104.2071304321289,-104.09130096435547,-102.32633209228516,-89.74786376953125,-85.8494873046875,-93.63916778564453,-107.2628402709961,-110.78472900390625,-103.5176010131836,-136.17034912109375,-122.18280029296875,-134.5409698486328,-108.83212280273438,-114.66450500488281,-113.14144897460938
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und sieht gern fernsehprogramme,-96.92646789550781,-92.62173461914062,-99.06658172607422,-106.85464477539062,-108.79533386230469,-102.95489501953125,-99.40858459472656,-88.86355590820312,-96.4309310913086,-109.6941909790039,-114.60015106201172,-103.29307556152344,-136.73497009277344,-123.05057525634766,-135.9485626220703,-108.03580474853516,-111.51107788085938,-111.5577621459961
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und sind zwanzig jahre alt,-85.45587158203125,-85.16534423828125,-91.0143814086914,-95.6964340209961,-96.22239685058594,-89.89102172851562,-89.553466796875,-86.83979797363281,-93.9766845703125,-100.45402526855469,-101.27330780029297,-88.86408996582031,-98.0278091430664,-92.8378677368164,-95.48829650878906,-85.22499084472656,-90.66908264160156,-91.84365844726562
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und ist zwanzig jahre alt,-85.56977844238281,-85.29180908203125,-92.4466552734375,-98.9366455078125,-98.53911590576172,-94.51815795898438,-87.83627319335938,-85.34220123291016,-93.59954071044922,-104.55447387695312,-105.03147888183594,-93.66522979736328,-100.9659194946289,-94.52684020996094,-98.43135833740234,-88.46345520019531,-93.49358367919922,-93.31935119628906
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und mögen lieber tennis mit seinen kollegen spielen,-83.6476058959961,-81.90937042236328,-89.33153533935547,-141.79368591308594,-138.32623291015625,-131.93357849121094,-87.77986145019531,-84.8283920288086,-83.00101470947266,-145.9936981201172,-146.8583984375,-131.4676971435547,-107.13321685791016,-86.17207336425781,-95.12535095214844,-124.0839614868164,-126.66107177734375,-132.09866333007812
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und mag lieber tennis mit seinen kollegen spielen,-84.225341796875,-81.9923095703125,-90.6425552368164,-140.7852020263672,-139.42562866210938,-132.0708465576172,-87.75519561767578,-82.47293853759766,-90.39253997802734,-147.61680603027344,-150.40817260742188,-133.68955993652344,-106.67193603515625,-86.41558837890625,-93.5230712890625,-123.3547134399414,-123.339111328125,-128.01959228515625
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und schreiben jeden tag in seinem journal,-123.09834289550781,-115.74600982666016,-125.86915588378906,-115.98973846435547,-115.26123809814453,-108.24873352050781,-123.9616928100586,-119.72822570800781,-121.1432876586914,-120.11857604980469,-124.02574157714844,-111.11968994140625,-138.6239013671875,-139.30801391601562,-140.2459716796875,-94.49363708496094,-93.28275299072266,-97.18910217285156
die schriftsteller mögen lieber tennis mit seinen kollegen spielen und schreibt jeden tag in seinem journal,-124.39503479003906,-117.89473724365234,-131.19764709472656,-116.76728820800781,-117.8362045288086,-111.87106323242188,-126.5975112915039,-122.59262084960938,-125.53997039794922,-120.63375091552734,-124.02035522460938,-113.60209655761719,-140.3230743408203,-139.19561767578125,-138.88787841796875,-96.30028533935547,-95.07920837402344,-98.54397583007812
die direktoren mögen lieber tennis mit seinen kollegen spielen und sprechen viele verschiedene sprachen,-100.41993713378906,-105.13182067871094,-111.597900390625,-118.61775207519531,-107.96028137207031,-107.69068908691406,-105.98956298828125,-110.12390899658203,-115.33503723144531,-119.65885925292969,-113.58628845214844,-102.5916519165039,-138.61903381347656,-130.80247497558594,-136.1080322265625,-100.98809814453125,-101.95492553710938,-100.84776306152344
die direktoren mögen lieber tennis mit seinen kollegen spielen und spricht viele verschiedene sprachen,-103.21604919433594,-107.04075622558594,-115.76445007324219,-121.77310180664062,-116.06307220458984,-115.3768539428711,-104.61201477050781,-108.17153930664062,-118.99404907226562,-125.02787780761719,-122.52558135986328,-110.91220092773438,-143.68167114257812,-135.12200927734375,-138.23451232910156,-108.80311584472656,-112.37535858154297,-118.59092712402344
die direktoren mögen lieber tennis mit seinen kollegen spielen und sehen gern fernsehprogramme,-96.7512435913086,-98.35490417480469,-101.17648315429688,-112.79554748535156,-108.5705337524414,-111.03807067871094,-95.61302185058594,-98.03131866455078,-100.07415771484375,-112.63636779785156,-112.7924575805664,-108.55842590332031,-139.0613555908203,-126.28466033935547,-143.4780731201172,-113.56267547607422,-117.65265655517578,-118.796142578125
die direktoren mögen lieber tennis mit seinen kollegen spielen und sieht gern fernsehprogramme,-97.92436981201172,-100.13827514648438,-102.95243072509766,-116.2499771118164,-113.68693542480469,-110.3283920288086,-103.41064453125,-101.17129516601562,-103.42509460449219,-116.07855224609375,-118.13534545898438,-106.41500854492188,-139.85015869140625,-127.45891571044922,-144.21888732910156,-113.1026611328125,-114.38047790527344,-117.11776733398438
die direktoren mögen lieber tennis mit seinen kollegen spielen und sind zwanzig jahre alt,-87.96138763427734,-93.55445861816406,-94.83358001708984,-105.36253356933594,-99.8097152709961,-96.82235717773438,-93.05680847167969,-97.90638732910156,-101.51856994628906,-106.60047912597656,-103.40708923339844,-92.1790771484375,-103.79251098632812,-99.29976654052734,-105.72992706298828,-91.6864013671875,-95.46611022949219,-97.731689453125
die direktoren mögen lieber tennis mit seinen kollegen spielen und ist zwanzig jahre alt,-88.85124969482422,-93.90472412109375,-95.78643035888672,-107.69082641601562,-102.32798767089844,-101.33529663085938,-92.46522521972656,-96.35516357421875,-101.43063354492188,-110.19476318359375,-106.65193176269531,-96.57628631591797,-106.05259704589844,-100.97637176513672,-108.64715576171875,-94.97340393066406,-98.29451751708984,-99.60140991210938
die direktoren mögen lieber tennis mit seinen kollegen spielen und mögen lieber tennis mit seinen kollegen spielen,-85.20586395263672,-89.35740661621094,-93.6817398071289,-152.19908142089844,-141.78717041015625,-139.36196899414062,-90.38208770751953,-91.26493835449219,-92.39039611816406,-152.43174743652344,-148.39041137695312,-135.0535888671875,-113.75995635986328,-95.26400756835938,-109.2323989868164,-130.10855102539062,-132.16552734375,-138.29666137695312
die direktoren mögen lieber tennis mit seinen kollegen spielen und mag lieber tennis mit seinen kollegen spielen,-86.47774505615234,-89.12753295898438,-95.09191131591797,-151.3426971435547,-142.65090942382812,-138.79873657226562,-89.96284484863281,-90.47146606445312,-99.29859924316406,-154.09884643554688,-151.764892578125,-135.5716552734375,-113.03112030029297,-94.5264892578125,-107.72286224365234,-128.90927124023438,-128.6585693359375,-134.39227294921875
die direktoren mögen lieber tennis mit seinen kollegen spielen und schreiben jeden tag in seinem journal,-127.28903198242188,-127.86854553222656,-133.41162109375,-124.5113296508789,-117.1963882446289,-116.30650329589844,-130.92138671875,-132.45059204101562,-136.3302459716797,-125.04508972167969,-123.99187469482422,-116.28295135498047,-146.52825927734375,-145.46868896484375,-155.1890106201172,-99.94224548339844,-97.79255676269531,-103.02107238769531
die direktoren mögen lieber tennis mit seinen kollegen spielen und schreibt jeden tag in seinem journal,-128.92080688476562,-129.73036193847656,-138.51828002929688,-125.77828979492188,-119.27644348144531,-118.6414566040039,-134.70005798339844,-134.14260864257812,-140.65423583984375,-126.73565673828125,-123.24370574951172,-117.91374206542969,-147.11715698242188,-144.49867248535156,-153.03207397460938,-102.19947052001953,-100.35507202148438,-104.48043823242188
die bauern mögen lieber tennis mit seinen kollegen spielen und sprechen viele verschiedene sprachen,-91.31070709228516,-85.60724639892578,-99.69651794433594,-116.8160629272461,-106.06324768066406,-104.36627197265625,-96.881103515625,-93.70365142822266,-104.20938110351562,-118.26775360107422,-112.03778076171875,-101.41240692138672,-111.12340545654297,-96.80707550048828,-104.85655975341797,-94.53591918945312,-93.91121673583984,-94.4404296875
die bauern mögen lieber tennis mit seinen kollegen spielen und spricht viele verschiedene sprachen,-93.66008758544922,-88.16302490234375,-102.65193939208984,-119.9425048828125,-114.04365539550781,-111.9505615234375,-94.75532531738281,-92.36397552490234,-106.32701873779297,-123.12611389160156,-121.29335021972656,-109.59043884277344,-114.1769027709961,-101.53316497802734,-107.42356872558594,-101.8447494506836,-103.87725067138672,-111.97270202636719
die bauern mögen lieber tennis mit seinen kollegen spielen und sehen gern fernsehprogramme,-91.26079559326172,-81.4432373046875,-88.29774475097656,-111.01048278808594,-107.78954315185547,-106.93643188476562,-90.75150299072266,-81.92556762695312,-87.94482421875,-111.38088989257812,-113.64347839355469,-105.73811340332031,-114.47312927246094,-99.38772583007812,-113.84426879882812,-109.49566650390625,-112.1807632446289,-113.17601013183594
die bauern mögen lieber tennis mit seinen kollegen spielen und sieht gern fernsehprogramme,-92.87167358398438,-83.93557739257812,-91.12030029296875,-114.65437316894531,-112.5184326171875,-107.98332214355469,-98.27784729003906,-85.2918930053711,-92.50080871582031,-114.83050537109375,-118.52657318115234,-106.19001007080078,-114.07205200195312,-98.91060638427734,-114.55520629882812,-108.47917938232422,-108.9569091796875,-111.59530639648438
die bauern mögen lieber tennis mit seinen kollegen spielen und sind zwanzig jahre alt,-79.43603515625,-76.08539581298828,-80.6451416015625,-101.8633041381836,-96.9192886352539,-92.29643249511719,-86.3309555053711,-81.463623046875,-86.19544982910156,-102.75096130371094,-101.13381958007812,-89.51300048828125,-77.0991439819336,-66.95064544677734,-75.09612274169922,-84.89494323730469,-88.09029388427734,-91.60685729980469
die bauern mögen lieber tennis mit seinen kollegen spielen und ist zwanzig jahre alt,-79.50143432617188,-76.23107147216797,-81.42445373535156,-105.6982421875,-100.30878448486328,-97.81824493408203,-83.8420181274414,-80.5736083984375,-87.87788391113281,-107.75284576416016,-105.47148895263672,-94.87825012207031,-78.75011444091797,-68.6969223022461,-78.23343658447266,-88.09336853027344,-90.62530517578125,-93.28579711914062
die bauern mögen lieber tennis mit seinen kollegen spielen und mögen lieber tennis mit seinen kollegen spielen,-76.77718353271484,-69.22017669677734,-80.14275360107422,-152.1739044189453,-141.022705078125,-136.9931640625,-80.919677734375,-74.21651458740234,-80.66817474365234,-152.3765411376953,-148.47637939453125,-134.32554626464844,-86.28202819824219,-62.74233627319336,-79.13329315185547,-124.3984603881836,-123.83885192871094,-132.01870727539062
die bauern mögen lieber tennis mit seinen kollegen spielen und mag lieber tennis mit seinen kollegen spielen,-78.13548278808594,-69.03224182128906,-80.31517791748047,-150.57888793945312,-143.037109375,-137.28903198242188,-80.24935150146484,-73.756591796875,-87.25740814208984,-153.03024291992188,-153.27685546875,-136.02859497070312,-82.23973846435547,-60.20012664794922,-76.02666473388672,-123.52285766601562,-120.91734313964844,-128.15501403808594
die bauern mögen lieber tennis mit seinen kollegen spielen und schreiben jeden tag in seinem journal,-117.11090850830078,-109.70824432373047,-116.42328643798828,-123.12794494628906,-118.9800796508789,-114.74433135986328,-122.10865783691406,-115.78702545166016,-119.0682601928711,-125.02503967285156,-126.95621490478516,-115.13346099853516,-116.4510269165039,-113.59606170654297,-121.82990264892578,-94.78406524658203,-90.5090560913086,-96.691650390625
die bauern mögen lieber tennis mit seinen kollegen spielen und schreibt jeden tag in seinem journal,-119.5513687133789,-110.81512451171875,-121.4769515991211,-124.23345947265625,-121.3838882446289,-117.31262969970703,-124.7599105834961,-116.83912658691406,-124.5150146484375,-124.76746368408203,-125.8479995727539,-116.85918426513672,-116.05238342285156,-112.39753723144531,-120.39934539794922,-96.62789154052734,-92.88499450683594,-98.37714385986328
die chirurgen mögen lieber tennis mit seinen kollegen spielen und sprechen viele verschiedene sprachen,-110.4062728881836,-104.8953628540039,-114.57193756103516,-107.93111419677734,-102.36630249023438,-101.29842376708984,-116.24568176269531,-113.5081558227539,-121.42875671386719,-110.70034790039062,-107.16020965576172,-99.54424285888672,-133.48275756835938,-120.49461364746094,-128.449462890625,-103.58647918701172,-104.40130615234375,-103.67914581298828
die chirurgen mögen lieber tennis mit seinen kollegen spielen und spricht viele verschiedene sprachen,-112.81056213378906,-107.11583709716797,-118.50084686279297,-110.68161010742188,-108.80525970458984,-108.51895141601562,-113.99703216552734,-112.03479766845703,-126.25761413574219,-115.84242248535156,-115.62300872802734,-107.46583557128906,-139.1765899658203,-125.43704223632812,-130.33778381347656,-111.35942840576172,-114.20989990234375,-121.5215835571289
die chirurgen mögen lieber tennis mit seinen kollegen spielen und sehen gern fernsehprogramme,-106.61280059814453,-99.92698669433594,-103.2965316772461,-104.50663757324219,-101.964111328125,-104.45169067382812,-104.81925964355469,-103.6932373046875,-106.6854248046875,-105.15977478027344,-105.3493423461914,-105.30683898925781,-132.89862060546875,-118.5233154296875,-137.48265075683594,-120.30506896972656,-121.66553497314453,-123.24049377441406
die chirurgen mögen lieber tennis mit seinen kollegen spielen und sieht gern fernsehprogramme,-108.06982421875,-101.86812591552734,-105.14763641357422,-106.33773803710938,-106.4777603149414,-103.29109191894531,-113.55821990966797,-104.566162109375,-108.63423156738281,-107.07979583740234,-110.93464660644531,-103.79835510253906,-132.8843994140625,-119.20564270019531,-138.2603302001953,-118.93648529052734,-118.35294342041016,-121.6395034790039
die chirurgen mögen lieber tennis mit seinen kollegen spielen und sind zwanzig jahre alt,-97.46321868896484,-95.13231658935547,-97.06932830810547,-94.96784973144531,-92.2623291015625,-89.07498931884766,-103.1656265258789,-98.6860580444336,-106.95700073242188,-97.75724792480469,-95.00860595703125,-87.17414093017578,-97.71758270263672,-89.21678924560547,-97.1336441040039,-95.8470458984375,-98.36961364746094,-101.45832061767578
die chirurgen mögen lieber tennis mit seinen kollegen spielen und ist zwanzig jahre alt,-97.60247039794922,-95.1684341430664,-98.38506317138672,-96.96461486816406,-93.99568939208984,-93.07499694824219,-100.0145492553711,-98.81160736083984,-107.5421142578125,-101.12384033203125,-98.22602844238281,-91.52562713623047,-100.66189575195312,-91.08308410644531,-100.30377197265625,-98.69559478759766,-101.11837768554688,-103.28611755371094
